"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu00234","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"Otu00235","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu00236","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu00237","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00238","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu00239","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu00240","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00241","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00242","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"Otu00243","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00244","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Patulibacter"
"Otu00245","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu00246","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00247","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus"
"Otu00248","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu00249","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"Otu00250","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00251","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00252","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00253","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","PLTA13_fa","PLTA13_ge"
"Otu00254","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00255","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu00256","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu00257","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"Otu00258","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"Otu00259","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_15"
"Otu00260","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00261","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"Otu00262","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured_ge"
"Otu00263","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Hamadaea"
"Otu00264","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola"
"Otu00265","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu00266","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00267","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","TRA3-20_ge"
"Otu00268","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae_unclassified"
"Otu00269","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00270","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu00271","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum"
"Otu00272","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcales_unclassified","Micrococcales_unclassified"
"Otu00273","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"Otu00274","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Otu00275","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"Otu00276","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00277","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter"
"Otu00278","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_unclassified","Gaiellales_unclassified"
"Otu00279","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"Otu00280","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Otu00281","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter"
"Otu00282","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"Otu00283","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu00284","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu00285","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"Otu00286","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"Otu00287","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu00288","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured"
"Otu00289","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","uncultured"
"Otu00290","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00291","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45_ge"
"Otu00292","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"Otu00293","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus"
"Otu00294","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"Otu00295","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00296","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","SD04E11"
"Otu00297","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu00298","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu00299","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"Otu00300","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu00301","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00302","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter"
"Otu00303","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu00304","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1"
"Otu00305","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aquamicrobium"
"Otu00306","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Myroides"
"Otu00307","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum"
"Otu00308","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00309","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae_ge"
"Otu00310","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter"
"Otu00311","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067"
"Otu00312","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
"Otu00313","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu00314","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00315","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00316","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu00317","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichales_unclassified","Microtrichales_unclassified"
"Otu00318","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Flexivirga"
"Otu00319","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu00320","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"Otu00321","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"Otu00322","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum"
"Otu00323","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"Otu00324","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium"
"Otu00325","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu00326","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"Otu00327","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"Otu00328","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"Otu00329","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter"
"Otu00330","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"Otu00331","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Otu00332","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu00333","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella"
"Otu00334","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella"
"Otu00335","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"Otu00336","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Otu00337","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu00338","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Otu00339","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"Otu00340","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29"
"Otu00341","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu00342","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu00343","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu00344","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"Otu00345","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"Otu00346","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"Otu00347","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_unclassified","Subgroup_6_unclassified","Subgroup_6_unclassified"
"Otu00348","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"Otu00349","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00350","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"Otu00351","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu00352","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00353","Bacteria","Chloroflexi","Dehalococcoidia","S085","S085_fa","S085_ge"
"Otu00354","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"Otu00355","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu00356","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00357","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Otu00358","Bacteria","Planctomycetes","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified"
"Otu00359","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Otu00360","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"Otu00361","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00362","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu00363","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella"
"Otu00364","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Archangiaceae_unclassified"
"Otu00365","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu00366","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Arachidicoccus"
"Otu00367","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"Otu00368","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu00369","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudochrobactrum"
"Otu00370","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Otu00371","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00372","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu00373","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Sphaerisporangium"
"Otu00374","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Otu00375","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00376","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00377","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00378","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu00379","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"Otu00380","Bacteria","Acidobacteria","Subgroup_11","Subgroup_11_or","Subgroup_11_fa","Subgroup_11_ge"
"Otu00381","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00382","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"Otu00383","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"Otu00384","Bacteria","Chloroflexi","Gitt-GS-136","Gitt-GS-136_or","Gitt-GS-136_fa","Gitt-GS-136_ge"
"Otu00385","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"Otu00386","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"Otu00387","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00388","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu00389","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu00390","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Otu00391","Bacteria","Acidobacteria","Subgroup_11","Subgroup_11_or","Subgroup_11_fa","Subgroup_11_ge"
"Otu00392","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured_ge"
"Otu00393","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu00394","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00395","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia"
"Otu00396","Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_or","MB-A2-108_fa","MB-A2-108_ge"
"Otu00397","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Otu00398","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcaceae_unclassified"
"Otu00399","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Otu00400","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Tissierella"
"Otu00401","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"Otu00402","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32"
"Otu00403","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","KF-JG30-B3_ge"
"Otu00404","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"Otu00405","Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae","Geothrix"
"Otu00406","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Otu00407","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu00408","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys"
"Otu00409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Paradevosia"
"Otu00410","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
